Locus Tag	Product	Pathway Name	Pathway Xref	Pathway Database	Pathway Version	ECO code	ECO term	PMID
PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_02061	malonate decarboxylase subunit beta	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05751	hypothetical protein	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09171	hypothetical phypothetical protein	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09671	putative O-methyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09911	apolipoprotein N-acyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11681	putative Fe-S-cluster redox enzyme	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13891	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13961	acetyl-CoA carboxylase carboxyltransferase subunit alpha	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14061	alcohol dehydrogenase class III	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14851	alginate o-acetyltransferase AlgI	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18251	lipid A biosynthesis lauroyl acyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19481	acetyl-CoA carboxylase subunit beta	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_21761	geranyl-CoA carboxylase, beta-subunit	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33091	methylcrotonyl-CoA carboxylase, beta-subunit	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34641	putative O-Methyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34861	putative Fe-S-cluster redox enzyme	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_40131	putative pyruvate carboxylase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_45681	hypothetical protein	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_45691	hypothetical protein	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48621	aspartyl/glutamyl-tRNA amidotransferase subunit C	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48641	aspartyl/glutamyl-tRNA amidotransferase subunit B	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_49111	type 4 prepilin peptidase PilD	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51051	tRNA (uracil-5-)-methyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_52351	ribosomal protein L11 methyltransferase	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54461	poly(3-hydroxyalkanoic acid) synthase 1	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54481	poly(3-hydroxyalkanoic acid) synthase 2	Tetracycline biosynthesis	00253	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03471	dihydrofolate reductase	tetrahydrofolate biosynthesis	UPA00077	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05791	dihydroneopterin aldolase	tetrahydrofolate biosynthesis	UPA00077	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05801	putative 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	tetrahydrofolate biosynthesis	UPA00077	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_16221	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase	tetrahydrofolate biosynthesis	UPA00077	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20991	4-amino-4-deoxychorismate lyase	tetrahydrofolate biosynthesis	UPA00077	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51131	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	tetrahydrofolate biosynthesis	UPA00077	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51351	dihydropteroate synthase	tetrahydrofolate biosynthesis	UPA00077	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_04281	5,10-methylenetetrahydrofolate reductase	tetrahydrofolate interconversion	UPA00193	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_28501	serine hydroxymethyltransferase	tetrahydrofolate interconversion	UPA00193	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35331	5,10-methylene-tetrahydrofolate dehydrogenase / cyclohydrolase	tetrahydrofolate interconversion	UPA00193	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_49871	serine hydroxymethyltransferase	tetrahydrofolate interconversion	UPA00193	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_58101	serine hydroxymethyltransferase	tetrahydrofolate interconversion	UPA00193	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19491	folylpolyglutamate synthetase	tetrahydrofolylpolyglutamate biosynthesis	UPA00850	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03781	thiazole synthase	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09251	thiamine monophosphate kinase	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09991	thiamine-phosphate pyrophosphorylase	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20691	putative thiamine biosynthesis lipoprotein	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47791	hypothetical protein	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_49311	putative D-amino acid oxidase	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53591	thiamine biosynthesis protein ThiC	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55081	thiamine biosynthesis protein ThiI	thiamine diphosphate biosynthesis	UPA00060	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03781	thiazole synthase	Thiamine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_03781	thiazole synthase	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05461	transketolase	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05811	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09251	thiamine monophosphate kinase	Thiamine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_09251	thiamine monophosphate kinase	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09321	1-deoxy-D-xylulose-5-phosphate synthase	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09991	thiamine-phosphate pyrophosphorylase	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11601	cysteine desulfurase	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_32591	putative pyridoxal-phosphate dependent enzyme	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37111	putative phosphohistidine phosphatase SixA	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_38091	bifunctional isocitrate dehydrogenase kinase/phosphatase protein	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_39561	chemotaxis protein CheZ	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47791	hypothetical protein	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53591	thiamine biosynthesis protein ThiC	Thiamine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_53591	thiamine biosynthesis protein ThiC	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54041	pyruvate dehydrogenase subunit E1	Thiamine metabolism	00730	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03651	putative hydrolase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06341	putative ubiquinone biosynthesis protein	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09911	apolipoprotein N-acyltransferase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13891	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14851	alginate o-acetyltransferase AlgI	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18251	lipid A biosynthesis lauroyl acyltransferase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_21131	trans-2-enoyl-CoA reductase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_27881	catechol 1,2-dioxygenase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35921	putative 3-hydroxyacyl-CoA dehydrogenase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54461	poly(3-hydroxyalkanoic acid) synthase 1	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54471	poly(3-hydroxyalkanoic acid) depolymerase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54481	poly(3-hydroxyalkanoic acid) synthase 2	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55821	putative 3-hydroxyacyl-CoA dehydrogenase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56151	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56171	2-octaprenyl-6-methoxyphenyl hydroxylase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57821	3-hydroxybutyryl-CoA dehydrogenase	Toluene degradation	00623	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_31621	putative glycosyl hydrolase	trehalose biosynthesis	UPA00299	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_16081	malate:quinone oxidoreductase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35421	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37381	succinyl-CoA synthetase subunit alpha	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37391	succinyl-CoA synthetase subunit beta	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37451	succinate dehydrogenase (D subunit)	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37461	succinate dehydrogenase (C subunit)	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37471	type II citrate synthase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43081	pimeloyl-CoA synthetase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_44641	fumarate hydratase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_45471	methylcitrate synthase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47111	putative fumarase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48491	fumarate hydratase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_50261	malate:quinone oxidoreductase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53661	putative acyl-CoA synthetase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_58241	aspartate ammonia-lyase	tricarboxylic acid cycle	UPA00223	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11501	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	tRNA-queuosine biosynthesis	UPA00392	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11511	queuine tRNA-ribosyltransferase	tRNA-queuosine biosynthesis	UPA00392	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_22661	7-cyano-7-deazaguanine reductase	tRNA-queuosine biosynthesis	UPA00392	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53361	putative iron-sulfur cluster-binding protein	tRNA-queuosine biosynthesis	UPA00392	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03651	putative hydrolase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_07121	putative phenazine biosynthesis protein	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09911	apolipoprotein N-acyltransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13891	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14561	putative phenazine biosynthesis protein, PhzF family	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14851	alginate o-acetyltransferase AlgI	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18251	lipid A biosynthesis lauroyl acyltransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19031	histidinol-phosphate aminotransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19201	aromatic amino acid aminotransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_23061	putative phenazine biosynthesis protein, PhzF family	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34201	putative phenazine biosynthesis protein	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_38141	putative phenazine biosynthesis protein	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_44461	aromatic amino acid aminotransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48261	histidinol-phosphate aminotransferase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51011	hypothetical protein	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54461	poly(3-hydroxyalkanoic acid) synthase 1	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54471	poly(3-hydroxyalkanoic acid) depolymerase	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54481	poly(3-hydroxyalkanoic acid) synthase 2	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_01141	protoheme IX farnesyltransferase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_02511	putative 3-polyprenyl-4-hydroxybenzoate decarboxylase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_04431	glutaryl-CoA dehydrogenase	Tryptophan metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_06341	putative ubiquinone biosynthesis protein	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06471	tyrosyl-tRNA synthetase	Tryptophan metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_06911	catalase	Tryptophan metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_06911	catalase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_08481	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09171	hypothetical phypothetical protein	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09561	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09571	aromatic acid decarboxylase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09671	putative O-methyltransferase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11681	putative Fe-S-cluster redox enzyme	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_16981	acylamide amidohydrolase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19531	o-succinylhomoserine sulfhydrylase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Tryptophan metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_21131	trans-2-enoyl-CoA reductase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_27151	putative tryptophan oxygenase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_31791	hydroperoxidase II	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_32401	kynurenine formamidase, KynB	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_32411	putative kynureninase	Tryptophan metabolism	00380	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
