Locus_Tag	Product	Pathway_Name	Pathway_Xref	Pathway_Database	Pathway_Version	ECO_code	ECO_term	PMID
PA3751	phosphoribosylglycinamide formyltransferase 2	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3751	phosphoribosylglycinamide formyltransferase 2	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3755	conserved hypothetical protein	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3763	phosphoribosylformylglycinamidine synthase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3763	phosphoribosylformylglycinamidine synthase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3763	phosphoribosylformylglycinamidine synthase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3769	GMP synthase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3769	GMP synthase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3769	GMP synthase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3770	inosine-5'-monophosphate dehydrogenase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3770	inosine-5'-monophosphate dehydrogenase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3770	inosine-5'-monophosphate dehydrogenase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3807	nucleoside diphosphate kinase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3807	nucleoside diphosphate kinase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3807	nucleoside diphosphate kinase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3832	DNA polymerase III, chi subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3970	AMP nucleosidase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3970	AMP nucleosidase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3970	AMP nucleosidase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3989	DNA polymerase III, delta subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4019	UbiX	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4238	DNA-directed RNA polymerase alpha chain	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4238	DNA-directed RNA polymerase alpha chain	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4269	DNA-directed RNA polymerase beta* chain	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4269	DNA-directed RNA polymerase beta* chain	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4269	DNA-directed RNA polymerase beta* chain	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4270	DNA-directed RNA polymerase beta chain	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4270	DNA-directed RNA polymerase beta chain	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4329	pyruvate kinase II	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4329	pyruvate kinase II	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4329	pyruvate kinase II	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4400	probable pyrophosphohydrolase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4442	ATP sulfurylase GTP-binding subunit/APS kinase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4442	ATP sulfurylase GTP-binding subunit/APS kinase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4443	ATP sulfurylase small subunit	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4443	ATP sulfurylase small subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4645	probable purine/pyrimidine phosphoribosyl transferase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4670	ribose-phosphate pyrophosphokinase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4670	ribose-phosphate pyrophosphokinase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4670	ribose-phosphate pyrophosphokinase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4700	penicillin-binding protein 1B	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4740	polyribonucleotide nucleotidyltransferase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4740	polyribonucleotide nucleotidyltransferase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4740	polyribonucleotide nucleotidyltransferase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4854	phosphoribosylaminoimidazolecarboxamide formyltransferase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4854	phosphoribosylaminoimidazolecarboxamide formyltransferase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4855	phosphoribosylamine--glycine ligase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4855	phosphoribosylamine--glycine ligase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4855	phosphoribosylamine--glycine ligase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4865	urease gamma subunit	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4865	urease gamma subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4867	urease beta subunit	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4867	urease beta subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4868	urease alpha subunit	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4868	urease alpha subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4938	adenylosuccinate synthetase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4938	adenylosuccinate synthetase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4938	adenylosuccinate synthetase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4952	conserved hypothetical protein	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4969	Cyclic AMP (cAMP) Phosphodiesterase, CpdA	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4969	Cyclic AMP (cAMP) Phosphodiesterase, CpdA	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4971	adenosine diphosphate sugar pyrophosphatase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4971	adenosine diphosphate sugar pyrophosphatase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5045	penicillin-binding protein 1A	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5142	glutamine amidotransferase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5173	carbamate kinase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5173	carbamate kinase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5176	conserved hypothetical protein	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5177	probable hydrolase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5237	conserved hypothetical protein	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5241	exopolyphosphatase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5241	exopolyphosphatase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5241	exopolyphosphatase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5242	polyphosphate kinase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5272	adenylate cyclase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5272	adenylate cyclase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5298	xanthine phosphoribosyltransferase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5298	xanthine phosphoribosyltransferase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5322	phosphomannomutase AlgC	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5336	guanylate kinase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5336	guanylate kinase	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5336	guanylate kinase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5337	RNA polymerase omega subunit	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5337	RNA polymerase omega subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5338	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5338	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5425	phosphoribosylaminoimidazole carboxylase	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5425	phosphoribosylaminoimidazole carboxylase	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5426	phosphoribosylaminoimidazole carboxylase, catalytic subunit	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5426	phosphoribosylaminoimidazole carboxylase, catalytic subunit	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5426	phosphoribosylaminoimidazole carboxylase, catalytic subunit	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5493	DNA polymerase I	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5493	DNA polymerase I	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5496	class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJb	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5496	class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJb	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5497	class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJa	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5497	class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJa	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0002	DNA polymerase III, beta chain	Purine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA0002	DNA polymerase III, beta chain	Purine metabolism	00230	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0002	DNA polymerase III, beta chain	Purine metabolism	pae00230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0201	hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0732	hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0812	hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0916	conserved hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1137	probable oxidoreductase	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1281	cobalamin (5'-phosphate) synthase	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1790	hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2795	conserved hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2854	conserved hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3208	conserved hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3256	probable oxidoreductase	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3756	hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4852	conserved hypothetical protein	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5011	heptosyltransferase I	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5012	heptosyltransferase II	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5387	CdhC, Carnitine dehydrogenase-related gene C	Puromycin biosynthesis	00231	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0288	3-guanidinopropionase	putrescine biosynthesis I	PWY-40	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1421	guanidinobutyrase	putrescine biosynthesis I	PWY-40	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4839	arginine decarboxylase (ADC)	putrescine biosynthesis I	PWY-40	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4519	ornithine decarboxylase	putrescine biosynthesis III	PWY-46	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0288	3-guanidinopropionase	putrescine biosynthesis via agmatine pathway	UPA00534	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0293	N-carbamoylputrescine amidohydrolase	putrescine biosynthesis via agmatine pathway	UPA00534	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1421	guanidinobutyrase	putrescine biosynthesis via agmatine pathway	UPA00534	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4519	ornithine decarboxylase	putrescine biosynthesis via L-ornithine pathway	UPA00535	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0266	delta-aminovalerate aminotransferase	putrescine degradation I	PUTDEG-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA5312	Aldehyde dehydrogenase	putrescine degradation I	PUTDEG-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0299	Polyamine:pyruvate transaminase	putrescine degradation V	PWY-3	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA5312	Aldehyde dehydrogenase	putrescine degradation V	PWY-3	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4224	pyochelin biosynthetic protein PchG	pyochelin biosynthesis	PWY-6408	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4225	pyochelin synthetase	pyochelin biosynthesis	PWY-6408	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4226	dihydroaeruginoic acid synthetase	pyochelin biosynthesis	PWY-6408	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4228	pyochelin biosynthesis protein PchD	pyochelin biosynthesis	PWY-6408	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1165	PcpS	Pyochelin synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4225	pyochelin synthetase	Pyochelin synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4226	dihydroaeruginoic acid synthetase	Pyochelin synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4228	pyochelin biosynthesis protein PchD	Pyochelin synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4229	pyochelin biosynthetic protein PchC	Pyochelin synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4230	salicylate biosynthesis protein PchB	Pyochelin synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4231	salicylate biosynthesis isochorismate synthase	Pyochelin synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4209	probable phenazine-specific methyltransferase	pyocyanin biosynthesis	PWY-6666	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4217	flavin-containing monooxygenase	pyocyanin biosynthesis	PWY-6666	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1165	PcpS	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2254	paerucumarin biosynthesis protein PvcA	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2255	paerucumarin biosynthesis protein PvcB	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2256	paerucumarin biosynthesis protein PvcC	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2257	paerucumarin biosynthesis protein PvcD	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2385	3-oxo-C12-homoserine lactone acylase PvdQ	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2392	PvdP	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2394	PvdN	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2395	PvdO	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2396	pyoverdine synthetase F	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2413	L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase, PvdH	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2424	PvdL	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2425	PvdG	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4175	protease IV	Pyoverdine synthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA0202	probable amidase	pyridine nucleotide cycling	PYRNUCYC-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0704	probable amidase	pyridine nucleotide cycling	PYRNUCYC-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA2385	3-oxo-C12-homoserine lactone acylase PvdQ	pyridine nucleotide cycling	PYRNUCYC-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4342	probable amidase	pyridine nucleotide cycling	PYRNUCYC-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4376	nicotinate phosphoribosyltransferase	pyridine nucleotide cycling	PYRNUCYC-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4919	nicotinate phosphoribosyltransferase	pyridine nucleotide cycling	PYRNUCYC-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4920	NH3-dependent NAD synthetase	pyridine nucleotide cycling	PYRNUCYC-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1049	pyridoxine 5'-phosphate oxidase	pyridoxal 5'-phosphate biosynthesis I	PYRIDOXSYN-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1375	erythronate-4-phosphate dehydrogenase	pyridoxal 5'-phosphate biosynthesis I	PYRIDOXSYN-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4044	1-deoxyxylulose-5-phosphate synthase	pyridoxal 5'-phosphate biosynthesis I	PYRIDOXSYN-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1049	pyridoxine 5'-phosphate oxidase	pyridoxal 5'-phosphate salvage I	PLPSAL-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1905	probable pyridoxamine 5'-phosphate oxidase	pyridoxal 5'-phosphate salvage I	PLPSAL-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4216	probable pyridoxamine 5'-phosphate oxidase	pyridoxal 5'-phosphate salvage I	PLPSAL-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA5516	pyridoxamine kinase	pyridoxal 5'-phosphate salvage I	PLPSAL-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0551	D-erythrose 4-phosphate dehydrogenase	pyridoxine 5'-phosphate biosynthesis	UPA00244	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0593	pyridoxal phosphate biosynthetic protein PdxA	pyridoxine 5'-phosphate biosynthesis	UPA00244	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0773	pyridoxal phosphate biosynthetic protein PdxJ	pyridoxine 5'-phosphate biosynthesis	UPA00244	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1375	erythronate-4-phosphate dehydrogenase	pyridoxine 5'-phosphate biosynthesis	UPA00244	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2212	conserved hypothetical protein	pyridoxine 5'-phosphate biosynthesis	UPA00244	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
