"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA3806","conserved hypothetical protein","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3984","apolipoprotein N-acyltransferase","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4009","hypothetical protein","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4019","UbiX","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4059","hypothetical protein","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4528","type 4 prepilin peptidase PilD","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4720","tRNA (uracil-5-)-methyltransferase","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4850","ribosomal protein L11 methyltransferase","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5056","poly(3-hydroxyalkanoic acid) synthase 1","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5057","poly(3-hydroxyalkanoic acid) depolymerase","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5058","poly(3-hydroxyalkanoic acid) synthase 2","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5221","probable FAD-dependent monooxygenase","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5223","ubiH protein","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5237","conserved hypothetical protein","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0011","acyltransferase HtrB1","Phenylpropanoid biosynthesis","00940","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4957","phosphatidylserine decarboxylase","phosphatidylethanolamine biosynthesis","UPA00558","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4693","phosphatidylserine synthase","phosphatidylethanolamine biosynthesis I","PWY-5669","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA4957","phosphatidylserine decarboxylase","phosphatidylethanolamine biosynthesis I","PWY-5669","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA2584","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","phosphatidylglycerol biosynthesis","UPA00084","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4050","phosphatidylglycerophosphatase A","phosphatidylglycerol biosynthesis","UPA00084","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0005","lysophosphatidic acid acyltransferase, LptA","phospholipid biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0347","glycerophosphoryl diester phosphodiesterase, periplasmic","Phospholipid degradation","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0581","conserved hypothetical protein","phospholipid metabolism","UPA00085","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2969","fatty acid biosynthesis protein PlsX","phospholipid metabolism","UPA00085","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1165","PcpS","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1310","2-aminoethylphosphonate:pyruvate aminotransferase","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1310","2-aminoethylphosphonate:pyruvate aminotransferase","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1311","2-phosphonoacetaldehyde hydrolase","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1311","2-phosphonoacetaldehyde hydrolase","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1689","conserved hypothetical protein","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2170","hypothetical protein","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3372","conserved hypothetical protein","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3372","conserved hypothetical protein","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3374","conserved hypothetical protein","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3374","conserved hypothetical protein","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3375","probable ATP-binding component of ABC transporter","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3375","probable ATP-binding component of ABC transporter","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3377","conserved hypothetical protein","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3377","conserved hypothetical protein","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3378","conserved hypothetical protein","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3379","conserved hypothetical protein","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3380","conserved hypothetical protein","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3380","conserved hypothetical protein","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4866","conserved hypothetical protein","Phosphonate and phosphinate metabolism","pae00440","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5394","cardiolipin synthase","Phosphonate and phosphinate metabolism","00440","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3372","conserved hypothetical protein","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3373","conserved hypothetical protein","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3374","conserved hypothetical protein","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3375","probable ATP-binding component of ABC transporter","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3376","probable ATP-binding component of ABC transporter","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3377","conserved hypothetical protein","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3378","conserved hypothetical protein","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3379","conserved hypothetical protein","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3380","conserved hypothetical protein","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3381","probable transcriptional regulator","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3382","phosphonate transport protein PhnE","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3383","binding protein component of ABC phosphonate transporter","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3384","ATP-binding component of ABC phosphonate transporter","Phosphonate utilization","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4397","ketopantoate reductase","phosphopantothenate biosynthesis I","PANTO-PWY","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA4729","3-methyl-2-oxobutanoate hydroxymethyltransferase","phosphopantothenate biosynthesis I","PANTO-PWY","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA4730","pantoate--beta-alanine ligase","phosphopantothenate biosynthesis I","PANTO-PWY","PseudoCyc","19.5","ECO:0000250","sequence similarity evidence used in manual assertion","12867747",""
"PA0337","phosphoenolpyruvate-protein phosphotransferase PtsP","Phosphotransferase system (PTS)","pae02060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3560","phosphotransferase system transporter fructose-specific IIBC component, FruA","Phosphotransferase system (PTS)","pae02060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3562","phosphotransferase system transporter enzyme I, FruI","Phosphotransferase system (PTS)","pae02060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3761","N-Acetyl-D-Glucosamine phosphotransferase system transporter","Phosphotransferase system (PTS)","pae02060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4464","nitrogen regulatory IIA protein","Phosphotransferase system (PTS)","pae02060","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1104","flagellum-specific ATP synthase FliI","Photosynthesis","00195","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1697","ATP synthase in type III secretion system","Photosynthesis","00195","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4055","riboflavin synthase alpha chain","Photosynthesis","00195","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5239","transcription termination factor Rho","Photosynthesis","00195","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5554","ATP synthase beta chain","Photosynthesis","00195","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5556","ATP synthase alpha chain","Photosynthesis","00195","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0395","twitching motility protein PilT","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0396","twitching motility protein PilU","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0408","twitching motility protein PilG","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0409","twitching motility protein PilH","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0410","twitching motility protein PilI","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0411","twitching motility protein PilJ","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0412","methyltransferase PilK","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0413","component of chemotactic signal transduction system","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA2960","type 4 fimbrial biogenesis protein PilZ","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3805","type 4 fimbrial biogenesis protein PilF","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4525","type 4 fimbrial precursor PilA","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4526","type 4 fimbrial biogenesis protein PilB","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4528","type 4 prepilin peptidase PilD","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4546","two-component sensor PilS","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4547","two-component response regulator PilR","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4549","type 4 fimbrial biogenesis protein FimT","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4550","type 4 fimbrial biogenesis protein FimU","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4551","type 4 fimbrial biogenesis protein PilV","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4552","type 4 fimbrial biogenesis protein PilW","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4553","type 4 fimbrial biogenesis protein PilX","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4554","type 4 fimbrial biogenesis protein PilY1","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4555","type 4 fimbrial biogenesis protein PilY2","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4556","type 4 fimbrial biogenesis protein PilE","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5040","Type 4 fimbrial biogenesis outer membrane protein PilQ precursor","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5041","type 4 fimbrial biogenesis protein PilP","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5042","type 4 fimbrial biogenesis protein PilO","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5043","type 4 fimbrial biogenesis protein PilN","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5044","type 4 fimbrial biogenesis protein PilM","Pilin biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0265","glutaric semialdehyde dehydrogenase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0266","delta-aminovalerate aminotransferase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0296","Glutamylpolyamine synthetase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0297","probable glutamine amidotransferase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0298","Glutamylpolyamine synthetase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0299","Polyamine:pyruvate transaminase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0534","FAD-dependent oxidoreductase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1565","FAD-dependent oxidoreductase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1566","Glutamylpolyamine synthetase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1742","Glutamine amidotransferase class I","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA2040","Glutamylpolyamine synthetase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA2041","Amino acid permease","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA2776","FAD-dependent oxidoreductase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3356","Glutamylpolyamine synthetase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5301","PauR","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5309","FAD-dependent oxidoreductase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5312","Aldehyde dehydrogenase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5313","Transaminase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5508","Glutamylpolyamine synthetase homologue","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5522","Glutamylpolyamine synthetase","Polyamine catabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0112","hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0153","protocatechuate 3,4-dioxygenase, beta subunit","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0154","protocatechuate 3,4-dioxygenase, alpha subunit","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0254","HudA","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0655","hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0774","conserved hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0775","conserved hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1839","hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1860","hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2950","proton motive force protein, PMF","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2994","Na+-translocating NADH:quinone oxidoreductase, subunit Nqr6","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2995","Na+-translocating NADH:quinone oxidoreductase subunit Nqr5","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2996","Na+-translocating NADH:uniquinone oxidoreductase subunit Nqr4","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2997","Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq3","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2998","Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq2","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2999","Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq1","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3151","imidazoleglycerol-phosphate synthase, cyclase subunit","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3613","hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3806","conserved hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4009","hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4019","UbiX","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4059","hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4123","5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4528","type 4 prepilin peptidase PilD","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4720","tRNA (uracil-5-)-methyltransferase","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4850","ribosomal protein L11 methyltransferase","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4950","conserved hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5140","imidazoleglycerol-phosphate synthase, cyclase subunit","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5221","probable FAD-dependent monooxygenase","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5223","ubiH protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5237","conserved hypothetical protein","Polycyclic aromatic hydrocarbon degradation","00624","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3629","alcohol dehydrogenase class III","Polyketide sugar unit biosynthesis","00523","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4069","hypothetical protein","Polyketide sugar unit biosynthesis","pae00523","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5161","dTDP-D-glucose 4,6-dehydratase","Polyketide sugar unit biosynthesis","pae00523","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5162","dTDP-4-dehydrorhamnose reductase","Polyketide sugar unit biosynthesis","pae00523","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5163","glucose-1-phosphate thymidylyltransferase","Polyketide sugar unit biosynthesis","00523","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5163","glucose-1-phosphate thymidylyltransferase","Polyketide sugar unit biosynthesis","pae00523","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5164","dTDP-4-dehydrorhamnose 3,5-epimerase","Polyketide sugar unit biosynthesis","pae00523","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2851","translation elongation factor P","polypeptide chain elongation","UPA00345","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0112","hypothetical protein","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0113","probable cytochrome c oxidase assembly factor","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0113","probable cytochrome c oxidase assembly factor","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0510","NirE","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0510","NirE","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0672","heme oxygenase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0774","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0775","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1137","probable oxidoreductase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1272","cob(I)alamin adenosyltransferase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1272","cob(I)alamin adenosyltransferase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
